00:00:00,D1,MP30,00:00:00,(16.338588,48.2150512),(16.3078813,48.1896482),1
00:00:00,D2,MP30,00:00:02,(16.3336442,48.212889),(16.3540197,48.1839656),1
00:00:00,D3,MP30,00:00:04,(16.3083639,48.2150627),(16.3667508,48.178773),1
00:00:00,D4,MP30,00:00:06,(16.3709174,48.1768124),(16.3364307,48.1773084),1
00:00:00,D5,MP30,00:00:08,(16.3375667,48.17915),(16.3144035,48.2220084),1
00:00:00,D6,MP30,00:00:10,(16.325847,48.2065507),(16.3890532,48.2249929),1
00:00:00,D7,MP30,00:00:12,(16.3565,48.1744149),(16.3253329,48.2116633),1
00:00:00,D8,MP30,00:00:14,(16.3187046,48.2076446),(16.3609571,48.1764882),1
00:00:00,D9,MP30,00:00:16,(16.3262207,48.2122484),(16.3165139,48.2231506),1
00:00:00,D10,MP30,00:00:18,(16.3354337,48.2090425),(16.3665029,48.2081987),1
00:00:00,D11,MP30,00:00:20,(16.3749816,48.2156551),(16.3234094,48.2152653),1
00:00:00,D12,MP30,00:00:22,(16.3298513,48.2198477),(16.359383,48.1992838),1
00:00:00,D13,MP30,00:00:24,(16.3259382,48.2176314),(16.3570294,48.2253607),1
00:00:00,D14,MP30,00:00:26,(16.3405052,48.2018467),(16.3850219,48.2260843),1
00:00:00,D15,MP30,00:00:28,(16.3133036,48.2224092),(16.3555707,48.2443681),1
00:00:00,D16,MP30,00:00:31,(16.3189024,48.2134952),(16.3351808,48.1767362),1
00:00:00,D17,MP30,00:00:33,(16.3182676,48.222569),(16.3182886,48.2063728),1
00:00:00,D18,MP30,00:00:35,(16.3581038,48.1774007),(16.3698049,48.2201926),1
00:00:00,D19,MP30,00:00:37,(16.3622537,48.2104871),(16.3073764,48.1950054),1
00:00:00,D20,MP30,00:00:39,(16.3322718,48.1820508),(16.3861197,48.2035856),1
00:00:00,D21,MP30,00:00:41,(16.3695355,48.2243244),(16.3627918,48.1856558),1
00:00:00,D22,MP30,00:00:43,(16.3142088,48.2302862),(16.3670422,48.1930389),1
00:00:00,D23,MP30,00:00:45,(16.3226644,48.2312488),(16.3301183,48.2236691),1
00:00:00,D24,MP30,00:00:47,(16.3448178,48.1877),(16.3875847,48.1741669),1
00:00:00,D25,MP30,00:00:49,(16.4079906,48.1952787),(16.3465335,48.2116934),1
00:00:00,D26,MP30,00:00:51,(16.3537109,48.2273911),(16.3932893,48.2079416),1
