D1;MP30;00:00:00;4257;3406;1
D2;MP30;00:00:02;210;1614;1
D3;MP30;00:00:04;42;2292;1
D4;MP30;00:00:06;64;1231;1
D5;MP30;00:00:08;765;4262;1
D6;MP30;00:00:10;216;2585;1
D7;MP30;00:00:12;902;3585;1
D8;MP30;00:00:14;2711;4192;1
D9;MP30;00:00:16;3586;1874;1
D10;MP30;00:00:18;1944;1222;1
D11;MP30;00:00:20;1295;971;1
D12;MP30;00:00:22;1314;3923;1
D13;MP30;00:00:24;4067;1298;1
D14;MP30;00:00:26;3094;1869;1
D15;MP30;00:00:28;4301;1532;1
D16;MP30;00:00:31;1792;4332;1
D17;MP30;00:00:33;2068;1263;1
D18;MP30;00:00:35;2142;1381;1
D19;MP30;00:00:37;257;2768;1
D20;MP30;00:00:39;2570;1263;1
D21;MP30;00:00:41;1322;3634;1
D22;MP30;00:00:43;2386;2255;1
D23;MP30;00:00:45;3880;611;1
D24;MP30;00:00:47;1628;1522;1
D25;MP30;00:00:49;979;1613;1
D26;MP30;00:00:51;3526;2414;1
D27;MP30;00:00:53;840;382;1
D28;MP30;00:00:55;2308;677;1
D29;MP30;00:00:57;304;2015;1
D30;MP30;00:00:59;3690;476;1
D31;MP30;00:01:00;4200;236;1
D32;MP30;00:01:02;3582;1084;1
D33;MP30;00:01:04;3869;48;1
D34;MP30;00:01:06;2012;511;1
D35;MP30;00:01:08;2642;505;1
D36;MP30;00:01:10;3163;515;1
D37;MP30;00:01:12;2850;4134;1
D38;MP30;00:01:14;2988;59;1
D39;MP30;00:01:16;4132;3085;1
D40;MP30;00:01:18;1806;2364;1
D41;MP30;00:01:20;1520;597;1
D42;MP30;00:01:22;3826;3250;1
D43;MP30;00:01:24;1861;4128;1
D44;MP30;00:01:26;2703;1266;1
D45;MP30;00:01:28;2346;3500;1
D46;MP30;00:01:31;3280;3891;1
D47;MP30;00:01:33;1289;547;1
D48;MP30;00:01:35;2463;637;1
D49;MP30;00:01:37;1665;271;1
D50;MP30;00:01:39;2242;1838;1
D51;MP30;00:01:41;2342;1399;1
D52;MP30;00:01:43;750;4170;1
D53;MP30;00:01:45;2198;134;1
D54;MP30;00:01:47;3551;3457;1
D55;MP30;00:01:49;2695;115;1
D56;MP30;00:01:51;3175;878;1
D57;MP30;00:01:53;397;861;1
D58;MP30;00:01:55;4269;1620;1
D59;MP30;00:01:57;3605;128;1
D60;MP30;00:01:59;2980;636;1
D61;MP30;00:02:00;4055;3601;1
D62;MP30;00:02:02;3726;3395;1
D63;MP30;00:02:04;384;446;1
D64;MP30;00:02:06;3037;140;1
D65;MP30;00:02:08;1335;3909;1
D66;MP30;00:02:10;3334;1412;1
D67;MP30;00:02:12;4301;3973;1
D68;MP30;00:02:14;1702;1727;1
D69;MP30;00:02:16;1628;1840;1
D70;MP30;00:02:18;2733;738;1
D71;MP30;00:02:20;2121;3392;1
D72;MP30;00:02:22;1184;4299;1
D73;MP30;00:02:24;13;524;1
D74;MP30;00:02:26;139;1125;1
D75;MP30;00:02:28;3793;4401;1
D76;MP30;00:02:31;2501;747;1
D77;MP30;00:02:33;417;1118;1
D78;MP30;00:02:35;101;4448;1
D79;MP30;00:02:37;3526;3757;1
D80;MP30;00:02:39;3253;2804;1
D81;MP30;00:02:41;2945;3947;1
D82;MP30;00:02:43;2452;298;1
D83;MP30;00:02:45;2554;1090;1
D84;MP30;00:02:47;3385;3481;1
D85;MP30;00:02:49;771;1011;1
D86;MP30;00:02:51;1900;3724;1
D87;MP30;00:02:53;1404;4039;1
D88;MP30;00:02:55;1295;1804;1
D89;MP30;00:02:57;2230;3516;1
D90;MP30;00:02:59;2447;1127;1
D91;MP30;00:03:00;2198;2797;1
