D1;MP30;00:00:00;1495;3604;1
D2;MP30;00:00:00;2868;3387;1
D3;MP30;00:00:01;3284;4337;1
D4;MP30;00:00:01;1227;1091;1
D5;MP30;00:00:02;3993;718;1
D6;MP30;00:00:03;1660;1814;1
D7;MP30;00:00:03;1361;1566;1
D8;MP30;00:00:04;754;1842;1
D9;MP30;00:00:05;4471;983;1
D10;MP30;00:00:05;1970;1893;1
D11;MP30;00:00:06;4383;3682;1
D12;MP30;00:00:07;831;2932;1
D13;MP30;00:00:07;3457;922;1
D14;MP30;00:00:08;324;2143;1
D15;MP30;00:00:09;553;3585;1
D16;MP30;00:00:09;2251;3124;1
D17;MP30;00:00:10;3472;4143;1
D18;MP30;00:00:11;347;627;1
D19;MP30;00:00:11;3894;2141;1
D20;MP30;00:00:12;4045;1426;1
D21;MP30;00:00:13;1148;4404;1
D22;MP30;00:00:13;785;585;1
D23;MP30;00:00:14;400;4367;1
D24;MP30;00:00:15;2856;3765;1
D25;MP30;00:00:15;437;3242;1
D26;MP30;00:00:16;2321;2416;1
D27;MP30;00:00:17;90;2185;1
D28;MP30;00:00:17;1659;998;1
D29;MP30;00:00:18;3785;1057;1
D30;MP30;00:00:19;2802;1956;1
D31;MP30;00:00:19;3084;2044;1
D32;MP30;00:00:20;2740;2851;1
D33;MP30;00:00:21;3492;3403;1
D34;MP30;00:00:21;6;1253;1
D35;MP30;00:00:22;3936;1483;1
D36;MP30;00:00:23;3471;763;1
D37;MP30;00:00:23;1089;2298;1
D38;MP30;00:00:24;278;2300;1
D39;MP30;00:00:25;3142;4282;1
D40;MP30;00:00:25;1396;3771;1
D41;MP30;00:00:26;4032;1870;1
D42;MP30;00:00:27;3851;3740;1
D43;MP30;00:00:27;4207;1624;1
D44;MP30;00:00:28;3469;4368;1
D45;MP30;00:00:29;2088;36;1
D46;MP30;00:00:30;1025;657;1
D47;MP30;00:00:30;2113;1573;1
D48;MP30;00:00:31;3638;4361;1
D49;MP30;00:00:31;263;2954;1
D50;MP30;00:00:32;3256;1246;1
D51;MP30;00:00:33;2494;2874;1
D52;MP30;00:00:33;2832;3640;1
D53;MP30;00:00:34;418;438;1
D54;MP30;00:00:35;1690;2709;1
D55;MP30;00:00:35;2451;952;1
D56;MP30;00:00:36;1711;937;1
D57;MP30;00:00:37;2373;2199;1
D58;MP30;00:00:37;3119;3514;1
D59;MP30;00:00:38;3942;3771;1
D60;MP30;00:00:39;1127;3185;1
D61;MP30;00:00:39;153;1936;1
D62;MP30;00:00:40;2111;3986;1
D63;MP30;00:00:41;714;1128;1
D64;MP30;00:00:41;3449;1215;1
D65;MP30;00:00:42;3075;3798;1
D66;MP30;00:00:43;2734;2796;1
D67;MP30;00:00:43;4273;1253;1
D68;MP30;00:00:44;1066;4436;1
D69;MP30;00:00:45;603;2776;1
D70;MP30;00:00:45;1579;1852;1
D71;MP30;00:00:46;1669;416;1
D72;MP30;00:00:47;3541;2239;1
D73;MP30;00:00:47;3316;3594;1
D74;MP30;00:00:48;1493;2278;1
D75;MP30;00:00:49;1318;2074;1
D76;MP30;00:00:49;2287;2507;1
D77;MP30;00:00:50;1833;1138;1
D78;MP30;00:00:51;1101;1092;1
D79;MP30;00:00:51;3283;4311;1
D80;MP30;00:00:52;1966;1515;1
D81;MP30;00:00:53;3923;2684;1
D82;MP30;00:00:53;2766;1683;1
D83;MP30;00:00:54;2427;1954;1
D84;MP30;00:00:55;2778;403;1
D85;MP30;00:00:55;2701;3686;1
D86;MP30;00:00:56;584;1494;1
