00:00:00,D1,MP30,00:00:00,(16.389907,48.2077626),(16.3326792,48.2191153),1
00:00:00,D2,MP30,00:00:02,(16.3509032,48.2213375),(16.386189,48.2389686),1
00:00:00,D3,MP30,00:00:04,(16.3142088,48.2302862),(16.3355502,48.2146985),1
00:00:00,D4,MP30,00:00:06,(16.3316716,48.1964666),(16.3673757,48.2068178),1
00:00:00,D5,MP30,00:00:08,(16.3396994,48.1929184),(16.3255282,48.2363899),1
00:00:00,D6,MP30,00:00:10,(16.4080902,48.2233564),(16.3284516,48.2321421),1
00:00:00,D7,MP30,00:00:12,(16.3961735,48.2327145),(16.3297283,48.2113539),1
00:00:00,D8,MP30,00:00:14,(16.381136,48.2130049),(16.3393645,48.2217434),1
00:00:00,D9,MP30,00:00:16,(16.324382,48.1872586),(16.3549104,48.2054325),1
00:00:00,D10,MP30,00:00:18,(16.3401854,48.2252581),(16.3092285,48.1917805),1
00:00:00,D11,MP30,00:00:20,(16.3661212,48.201587),(16.3818505,48.2374993),1
00:00:00,D12,MP30,00:00:22,(16.4010161,48.190523),(16.3650293,48.1991205),1
00:00:00,D13,MP30,00:00:24,(16.338667,48.2115728),(16.3546402,48.2249245),1
00:00:00,D14,MP30,00:00:26,(16.3891573,48.1981332),(16.3564789,48.2146958),1
00:00:00,D15,MP30,00:00:28,(16.3560025,48.2328023),(16.337042,48.1809234),1
00:00:00,D16,MP30,00:00:31,(16.3189024,48.2134952),(16.3362687,48.1798405),1
00:00:00,D17,MP30,00:00:33,(16.3845863,48.2044097),(16.3274045,48.2119319),1
00:00:00,D18,MP30,00:00:35,(16.2995761,48.1945361),(16.3648445,48.2159033),1
00:00:00,D19,MP30,00:00:37,(16.3602861,48.2065284),(16.3727362,48.2182461),1
00:00:00,D20,MP30,00:00:39,(16.3419273,48.2092607),(16.318776,48.2196489),1
00:00:00,D21,MP30,00:00:41,(16.3448178,48.1877),(16.3546254,48.2214185),1
00:00:00,D22,MP30,00:00:43,(16.3765278,48.1923718),(16.3204226,48.1762294),1
00:00:00,D23,MP30,00:00:45,(16.3581038,48.1774007),(16.331174,48.1912956),1
00:00:00,D24,MP30,00:00:47,(16.3686868,48.2393684),(16.3321675,48.1934363),1
00:00:00,D25,MP30,00:00:49,(16.3847016,48.191163),(16.3869785,48.216054),1
00:00:00,D26,MP30,00:00:51,(16.3331633,48.2267511),(16.36616,48.2276632),1
00:00:00,D27,MP30,00:00:53,(16.3062798,48.197634),(16.3635318,48.1756733),1
00:00:00,D28,MP30,00:00:55,(16.3622537,48.2104871),(16.3750751,48.1708336),1
00:00:00,D29,MP30,00:00:57,(16.3185051,48.2002905),(16.3460177,48.2027931),1
00:00:00,D30,MP30,00:00:59,(16.3628587,48.177347),(16.3673061,48.2013323),1
00:00:00,D31,MP30,00:01:00,(16.3407594,48.1877747),(16.3110697,48.1974421),1
00:00:00,D32,MP30,00:01:02,(16.3989163,48.1947677),(16.3617447,48.216357),1
00:00:00,D33,MP30,00:01:04,(16.3744354,48.1640369),(16.3442741,48.2108979),1
00:00:00,D34,MP30,00:01:06,(16.3709174,48.1768124),(16.3520656,48.2236873),1
00:00:00,D35,MP30,00:01:08,(16.3957524,48.1906417),(16.3542055,48.2244642),1
00:00:00,D36,MP30,00:01:10,(16.3753392,48.1739731),(16.3398155,48.1944888),1
00:00:00,D37,MP30,00:01:12,(16.3663435,48.2112651),(16.3570028,48.2257373),1
00:00:00,D38,MP30,00:01:14,(16.34401,48.1823367),(16.3848463,48.1611501),1
00:00:00,D39,MP30,00:01:16,(16.323189,48.2282451),(16.3332771,48.1896284),1
00:00:00,D40,MP30,00:01:18,(16.3649645,48.1888121),(16.339939,48.2141005),1
00:00:00,D41,MP30,00:01:20,(16.390984,48.2040691),(16.3260627,48.2210917),1
