00:00:00,D1,MP30,00:00:00,(16.3753189,48.2208545),(16.3710907,48.2300207),1
00:00:00,D2,MP30,00:00:01,(16.3671417,48.1936225),(16.3244068,48.2266133),1
00:00:00,D3,MP30,00:00:02,(16.3478053,48.1913821),(16.3457306,48.2297782),1
00:00:00,D4,MP30,00:00:03,(16.3605065,48.1696646),(16.3912819,48.2002032),1
00:00:00,D5,MP30,00:00:04,(16.3226644,48.2312488),(16.3148913,48.1964496),1
00:00:00,D6,MP30,00:00:05,(16.3383682,48.2061139),(16.3901636,48.2158163),1
00:00:00,D7,MP30,00:00:06,(16.3810552,48.1652722),(16.3673061,48.2013323),1
00:00:00,D8,MP30,00:00:07,(16.3791848,48.2386031),(16.3773205,48.2069029),1
00:00:00,D9,MP30,00:00:08,(16.34401,48.1823367),(16.3777162,48.1696267),1
00:00:00,D10,MP30,00:00:09,(16.3643064,48.2175283),(16.3400726,48.1793658),1
00:00:00,D11,MP30,00:00:10,(16.3631313,48.1728393),(16.3903136,48.2138218),1
00:00:00,D12,MP30,00:00:11,(16.3435353,48.1781428),(16.3581771,48.2260914),1
00:00:00,D13,MP30,00:00:12,(16.3396994,48.1929184),(16.3823938,48.1961043),1
00:00:00,D14,MP30,00:00:13,(16.3728714,48.2016138),(16.401926,48.2240309),1
00:00:00,D15,MP30,00:00:14,(16.327121,48.19657),(16.3714944,48.201921),1
00:00:00,D16,MP30,00:00:15,(16.3254954,48.1816317),(16.338719,48.2107501),1
00:00:00,D17,MP30,00:00:16,(16.3062798,48.197634),(16.3424876,48.2131249),1
00:00:00,D18,MP30,00:00:17,(16.3897373,48.2342801),(16.3270782,48.2002468),1
00:00:00,D19,MP30,00:00:18,(16.3431569,48.2210156),(16.334573,48.1792288),1
00:00:00,D20,MP30,00:00:19,(16.3503974,48.2307145),(16.343532,48.1982826),1
00:00:00,D21,MP30,00:00:20,(16.338588,48.2150512),(16.3776441,48.2136129),1
00:00:00,D22,MP30,00:00:21,(16.3777138,48.1794779),(16.351995,48.1722994),1
